-5.081549 -13.04755
-4.438692 -14.45825
-6.788656 -14.28634
-6.886171 -15.31001
-8.063692 -15.86897
-8.063692 -16.51183
-7.474407 -16.6904
-3.402979 -15.11897
-4.188692 -13.11897
-4.617264 -11.33326
-4.617264 -9.047543
-3.831549 -6.690395
-2.474407 -4.547543
-0.7601204 -3.047543
0.811306 -2.690395
2.668453 -2.904682
4.382736 -3.190395
6.025593 -4.976112
7.311306 -7.047543
8.23988 -9.404682
8.597023 -10.97611
10.73988 -10.08326
10.68631 -10.0654
10.63274 -9.118973
9.579166 -9.154682
9.347023 -9.726112
8.86488 -9.672543
8.918453 -8.672543
9.722023 -8.011826
10.66845 -8.136826
11.23988 -9.547543
11.95417 -9.190403
10.02559 -5.690395
7.454166 -3.190395
4.168453 -1.618973
1.811306 -1.333256
1.525593 -0.3332558
1.525593 0.6667442
1.954166 2.166744
3.668453 4.166744
4.597023 5.738171
5.454166 7.309601
5.73988 11.38103
2.882736 16.59532
0.597023 19.23817
-0.04583359 18.38103
1.597023 16.38103
0.6684532 14.8096
0.2398796 15.88103
-1.188692 16.52389
-1.831549 15.16674
1.954166 13.09532
3.73988 11.02389
4.454166 8.666744
4.097023 6.381031
3.525593 5.595318
2.168453 5.595318
0.5255928 6.166744
0.1684532 7.952461
0.7398796 9.452461
0.7398796 10.66674
-0.3315468 11.23817
-1.045834 11.09532
-1.545834 9.523888
-1.688692 7.809601
-0.6172638 7.059601
-0.6351204 5.738171
-1.331549 4.773888
-2.688692 3.452461
-4.402979 2.702461
-6.813692 1.970318
-7.956549 1.523888
-7.992264 -1.529682
-7.045834 -1.529682
-5.831549 -1.011826
-4.510118 -0.02968216
-3.385118 1.006031
-3.331549 1.095318
-3.277979 1.184601
-2.402979 2.166744
-1.849407 2.666744
-1.385118 1.523888
-0.8672638 0.4167442
-0.563694 -0.2796822
-0.402977 -0.7439728
-0.4208336 -1.672543
-1.938692 -2.172543
-4.010118 -3.440395
-5.635118 -5.011826
-7.206549 -7.458256
-7.688692 -8.618973
-8.01012 -10.27968
-8.063692 -13.08325
-6.297714 -13.60468
