5.510646 -6.312136
5.510646 -9.534955
-6.016356 -9.534955
-6.016356 -6.837597
-1.933609 -0.7320573
-0.6714239 1.242431
0.07130214 2.498066
0.4939168 3.344996
0.7957863 4.093408
0.9769094 4.743301
1.037288 5.294677
0.9643505 5.967545
0.7455474 6.44485
0.5806286 6.610869
0.3776243 6.729462
0.1365345 6.80062
-0.1426414 6.824349
-0.4218241 6.798073
-0.6629166 6.719252
-0.8659183 6.587883
-1.030829 6.403981
-1.158469 6.141973
-1.249639 5.776335
-1.32257 4.734189
-1.32257 2.935948
-6.016356 2.935948
-6.016356 3.624884
-5.970973 5.045072
-5.834826 6.129576
-5.710837 6.586056
-5.520398 7.0389
-5.263501 7.488094
-4.940154 7.933653
-4.556844 8.350358
-4.120041 8.71307
-3.629755 9.02178
-3.085981 9.276493
-2.487104 9.475718
-1.8315 9.618026
-1.119165 9.703418
-0.3501012 9.731889
1.117107 9.644661
1.779295 9.535644
2.393876 9.383026
2.960846 9.186799
3.480206 8.946972
3.951957 8.663539
4.376098 8.336502
5.076675 7.592458
5.577088 6.755733
5.877342 5.82633
5.977431 4.804249
5.921109 3.981021
5.752138 3.134446
5.470524 2.264521
5.076274 1.371247
4.406482 0.2123121
3.298271 -1.454563
1.751642 -3.629379
-0.233405 -6.312136
