10.25768 8.995015
14.85513 8.074624
13.17888 7.358677
9.762568 7.175805
9.10291 6.715795
10.49469 5.658492
14.46796 3.356197
13.44964 2.772408
13.63049 1.625799
12.35068 1.300414
14.24474 -1.190241
12.62838 -1.26518
12.19863 -2.248098
14.7087 -6.427562
15.80198 -9.833188
14.92056 -11.23041
13.6216 -12.11318
12.26977 -12.91265
10.57979 -13.00805
9.298158 -13.91881
7.951357 -14.7814
5.711038 -12.36806
4.910465 -15.56217
3.359263 -15.80785
1.795695 -15.95565
0.2259323 -16.00499
-1.123095 -12.44715
-2.760415 -14.64436
-4.253498 -14.48698
-4.791273 -10.54571
-6.70921 -12.34916
-7.346482 -10.13072
-9.378033 -11.41445
-11.81791 -12.91265
-12.48585 -11.03555
-11.70588 -7.427718
-12.80979 -6.762464
-10.97492 -2.932682
-14.04258 -4.404012
-11.53972 -0.7383804
-12.33629 -0.1319714
-11.19812 1.74509
-15.87005 0.1461744
-13.62365 2.477895
-10.07309 4.917345
-13.9225 4.39791
-9.564301 6.481311
-11.46523 6.764807
-14.33279 7.15582
-18.15731 7.838439
-18.78692 8.995015
-15.54216 9.98706
-18.39207 11.34702
-15.84625 12.06095
-14.13792 12.68303
-14.08629 13.64534
-9.633753 12.89874
-8.463209 13.08381
-8.156061 13.60306
-3.995707 11.67415
-3.819153 11.93394
-3.626634 12.18213
-4.427326 13.36472
-3.196803 12.63986
-3.575867 13.5906
-2.712994 13.0401
-2.453202 13.21665
-2.917086 14.71214
-1.978089 13.6788
-2.549897 16.00596
-2.464173 17.27431
-1.145422 14.33609
-0.8155768 14.4548
-0.4007339 13.95559
-0.08802032 13.98515
0.2259323 13.99502
0.5765044 14.5672
0.8525984 13.95559
1.653347 16.47779
2.201579 16.68965
2.695657 16.59604
2.706677 15.26066
3.054161 15.00531
3.936193 15.74395
5.413794 17.16978
4.835177 15.3391
3.659335 13.14529
3.648668 12.63986
4.591359 13.09442
4.078498 12.18213
4.271018 11.93394
4.447572 11.67415
5.49278 11.89049
8.86453 13.06003
12.91765 14.02002
8.547765 11.69894
11.20341 11.81355
10.77193 11.00677
12.19197 10.50668
7.656253 9.462491
