-2.540775 -6.523775
-2.219346 -7.229125
-3.394328 -7.14317
-3.443085 -7.655005
-4.031846 -7.934485
-4.031846 -8.255915
-3.737204 -8.3452
-1.701489 -7.559485
-2.094346 -6.559485
-2.308632 -5.66663
-2.308632 -4.523771
-1.915774 -3.345197
-1.237203 -2.273772
-0.3800602 -1.523772
0.405653 -1.345198
1.334226 -1.452341
2.191368 -1.595198
3.012796 -2.488056
3.655653 -3.523772
4.11994 -4.702341
4.298512 -5.488055
5.36994 -5.04163
5.343155 -5.0327
5.31637 -4.559486
4.789583 -4.577341
4.673512 -4.863056
4.43244 -4.836271
4.459227 -4.336271
4.861012 -4.005913
5.334225 -4.068413
5.61994 -4.773771
5.977085 -4.595201
5.012795 -2.845197
3.727083 -1.595198
2.084227 -0.8094865
0.905653 -0.666628
0.7627965 -0.1666279
0.7627965 0.3333721
0.977083 1.083372
1.834226 2.083372
2.298512 2.869086
2.727083 3.6548
2.86994 5.690515
1.441368 8.29766
0.2985115 9.619085
-0.0229168 9.190515
0.7985115 8.190515
0.3342266 7.4048
0.1199398 7.940515
-0.594346 8.261945
-0.9157745 7.58337
0.977083 6.54766
1.86994 5.511945
2.227083 4.333372
2.048512 3.190516
1.762797 2.797659
1.084226 2.797659
0.2627964 3.083372
0.0842266 3.97623
0.3699398 4.726231
0.3699398 5.33337
-0.1657734 5.619085
-0.522917 5.54766
-0.772917 4.761944
-0.844346 3.9048
-0.3086319 3.5298
-0.3175602 2.869086
-0.6657745 2.386944
-1.344346 1.726231
-2.201489 1.351231
-3.406846 0.985159
-3.978275 0.761944
-3.996132 -0.764841
-3.522917 -0.764841
-2.915775 -0.505913
-2.255059 -0.01484108
-1.692559 0.5030155
-1.665774 0.547659
-1.638989 0.5923005
-1.201489 1.083372
-0.9247035 1.333372
-0.692559 0.761944
-0.4336319 0.2083721
-0.281847 -0.1398411
-0.2014885 -0.3719864
-0.2104168 -0.8362715
-0.969346 -1.086272
-2.005059 -1.720198
-2.817559 -2.505913
-3.603275 -3.729128
-3.844346 -4.309486
-4.00506 -5.13984
-4.031846 -6.541625
-3.148857 -6.80234
