-3.11355 -6.416405
-3.287355 -6.28547
-3.403215 -6.22727
-3.678975 -6.243185
-3.89652 -6.24221
-4.05609 -6.270755
-4.201395 -6.3866
-4.21605 -6.54626
-4.17213 -6.74861
-3.954736 -6.822065
-3.735661 -6.850625
-3.679096 -7.055015
-3.475635 -7.084025
-3.314281 -7.052585
-3.229275 -7.15586
-3.170295 -7.28639
-3.17103 -7.48958
-3.078885 -7.59191
-3.016095 -7.43747
-2.97825 -7.21958
-2.951626 -7.365035
-2.986905 -7.573655
-2.979166 -7.7915
-2.861265 -7.8545
-2.670765 -7.8278
-2.643165 -7.637195
-2.69805 -7.35596
-2.797816 -7.02929
-2.642821 -7.255925
-2.598736 -7.42859
-2.579895 -7.564745
-2.434921 -7.618775
-2.306596 -7.50122
-2.279955 -7.23767
-2.380186 -7.07456
-2.470065 -7.01162
-2.435431 -6.95726
-2.326441 -7.084235
-2.22594 -7.201145
-2.09829 -7.193015
-1.97982 -7.056305
-1.999185 -6.875705
-2.171446 -6.839825
-2.325075 -6.838085
-2.389786 -6.756785
-2.344021 -6.55709
-2.171251 -6.412295
-2.062335 -6.330515
-1.97145 -6.20354
-1.835176 -6.013025
-1.71735 -5.83136
-1.617931 -5.61338
-1.57494 -5.3861
-1.52895 -5.11421
-1.518211 -4.515232
-1.500751 -4.079842
-1.562505 -3.825007
-1.655025 -3.662422
-1.73619 -3.408007
-1.726995 -3.144847
-1.73568 -2.872582
-1.69812 -2.518867
-1.64484 -2.210077
-1.61808 -2.046697
-1.617615 -1.756327
-1.57233 -1.583928
-1.46286 -1.421474
-1.34574 -1.338374
-1.210575 -1.282053
-1.02831 -1.192901
-0.8282705 -1.084669
-0.628575 -0.9758635
-0.4374602 -0.9109825
-0.2932953 -0.9760225
-0.2292001 -1.102826
-0.2209052 -1.248163
-0.1834653 -1.456692
-0.1379702 -1.683622
-0.1206603 -1.910587
-0.09343515 -2.191957
-0.0569701 -2.373442
-0.01189518 -2.536882
0.03484178 -2.727202
0.06985925 -2.963377
0.1056238 -3.181342
0.1620613 -3.416947
0.2056242 -3.734977
0.2794153 -3.970597
0.3516853 -4.261087
0.4194343 -4.460782
0.4108078 -4.614442
0.3508273 -4.887022
0.2053213 -5.21342
0.09804585 -5.386925
-0.01960516 -5.55947
-0.1475701 -5.77676
-0.3280953 -6.049625
-0.4921502 -6.321485
-0.6193055 -6.53021
-0.82845 -6.774935
-0.9728855 -6.975065
-1.063696 -7.12967
-1.173135 -7.21979
-1.354545 -7.200785
-1.57242 -7.173275
-1.80879 -7.164725
-1.880325 -7.211045
-1.934355 -7.3196
-1.936036 -7.43708
-2.007931 -7.51961
-2.117535 -7.574165
-1.990216 -7.728725
-1.790506 -7.801265
-1.608616 -7.863785
-1.418535 -7.94657
-1.263826 -8.01827
-1.145895 -8.08193
-1.01853 -8.1811
-0.891945 -8.245645
-0.737895 -8.318405
-0.6464105 -8.39012
-0.5650805 -8.463305
-0.4924653 -8.46313
-0.4470752 -8.33608
-0.3927453 -8.2624
-0.2110353 -8.2456
-0.0207752 -8.1817
0.03384733 -8.009375
-0.01168513 -7.89212
-0.1935001 -7.837805
-0.3016352 -7.77311
-0.4104151 -7.673405
-0.4560002 -7.54652
-0.4377902 -7.43777
-0.3203101 -7.30112
-0.1751402 -7.18322
-0.0664952 -7.037735
0.03450882 -6.929765
0.1252798 -6.80297
0.2159997 -6.720905
0.2876532 -6.58418
0.4145968 -6.42077
0.523794 -6.266675
0.641877 -6.112475
0.7321815 -5.994215
0.8227455 -5.848985
0.931908 -5.63126
0.9953025 -5.522345
1.077312 -5.340965
1.139761 -5.21363
1.222453 -4.959922
1.241193 -4.687702
1.250291 -4.424512
1.268433 -4.215757
1.268475 -3.979762
1.24183 -3.725363
1.169443 -3.525548
1.032735 -3.208192
0.9413205 -2.927047
0.9052935 -2.754562
0.8319135 -2.482492
0.769623 -2.246167
0.669084 -1.919662
0.603543 -1.666132
0.542283 -1.447651
0.4602838 -1.229957
0.3961529 -1.057803
0.3243208 -0.8940985
0.2600729 -0.7484335
0.3788668 -0.558427
0.569748 -0.4408449
0.7871145 -0.2858953
1.040898 -0.1491561
1.241753 -0.04241624
1.504341 0.1038621
1.767887 0.2391801
1.984715 0.3412656
2.248197 0.4496901
2.457021 0.5038655
2.702162 0.557978
3.046995 0.539561
3.24666 0.530756
3.428085 0.5034245
3.645195 0.3482226
3.83631 0.2037036
4.027995 0.0595401
4.17246 -0.1134634
4.35396 -0.2406054
4.47204 -0.4492674
4.57023 -0.586816
4.70772 -0.739879
4.825995 -0.930268
4.969515 -1.131472
5.08899 -1.257127
5.188575 -1.384349
5.288295 -1.538596
5.351685 -1.710547
5.27967 -1.819987
5.0346 -1.929187
4.94415 -1.938652
4.853205 -1.974442
4.627065 -2.084842
4.498995 -2.146207
4.381425 -2.183452
4.20015 -2.274937
3.954375 -2.373082
3.782099 -2.464102
3.628259 -2.528482
3.42786 -2.636167
3.2556 -2.763577
3.119985 -2.945497
2.928231 -3.162442
2.757467 -3.417592
2.620461 -3.662137
2.557206 -3.816532
2.484332 -4.007017
2.437401 -4.252102
2.447227 -4.578997
2.511486 -4.805677
2.566292 -4.987057
2.654577 -5.19707
2.737911 -5.350505
2.838481 -5.522585
2.875387 -5.6858
2.928073 -5.90819
3.01914 -6.112865
3.11142 -6.293705
3.191475 -6.50306
3.273345 -6.720815
3.355935 -6.929105
3.51837 -7.1747
3.61893 -7.35581
3.71016 -7.53692
3.80097 -7.65521
3.827655 -7.76435
3.79203 -7.87397
3.681765 -7.99103
3.65595 -8.081905
3.663105 -8.273065
3.764415 -8.47169
3.94446 -8.62742
4.144965 -8.844565
4.371975 -8.989655
4.58958 -9.07079
4.72611 -8.98042
4.698765 -8.753545
4.517205 -8.66285
4.3815 -8.58991
4.281105 -8.443715
4.34502 -8.435485
4.50846 -8.51692
4.653375 -8.58113
4.83504 -8.625755
5.061765 -8.671225
5.325 -8.663155
5.706135 -8.635475
5.90553 -8.60821
5.968545 -8.463505
5.878485 -8.272865
5.62446 -8.19062
5.27949 -8.180365
4.925745 -8.20826
4.680525 -8.182135
4.49856 -8.14574
4.471875 -8.09203
4.653375 -8.09237
4.880265 -8.09156
5.143485 -8.090215
5.397705 -8.100865
5.64258 -8.054555
5.87832 -7.98185
6.06048 -7.800635
6.079365 -7.545575
5.996415 -7.44704
5.878215 -7.399865
5.67012 -7.45613
5.4705 -7.59221
5.306565 -7.745525
5.15253 -7.809035
4.90755 -7.809035
4.62597 -7.78268
4.544565 -7.71926
4.716915 -7.673825
4.925625 -7.673225
5.15277 -7.65584
5.343015 -7.55546
5.47782 -7.42868
5.452695 -7.21016
5.37942 -7.119845
5.13411 -7.11932
4.889115 -7.22849
4.617075 -7.401275
4.45371 -7.48313
4.27188 -7.474355
4.136265 -7.38299
4.0095 -7.201415
3.927405 -7.001915
3.86382 -6.784145
3.809385 -6.548165
3.76329 -6.4577
3.69084 -6.28517
3.618555 -6.09446
3.528015 -5.78582
3.44679 -5.585975
3.391875 -5.45003
3.35526 -5.313995
3.30168 -5.159495
3.263745 -4.987717
3.19188 -4.842112
3.09225 -4.615072
3.082005 -4.369987
3.092175 -4.106737
3.16383 -3.951847
3.273494 -3.779647
3.52866 -3.563062
3.72804 -3.390262
3.908835 -3.216757
4.109145 -3.118117
4.335765 -2.981542
4.489515 -2.889952
4.625955 -2.799667
4.825425 -2.672197
4.989105 -2.582032
5.16189 -2.473717
5.3343 -2.373817
5.488605 -2.274157
5.642625 -2.200837
5.8146 -2.201827
5.969445 -2.282572
6.06906 -2.409847
6.241305 -2.546152
6.35106 -2.653672
6.57732 -2.773582
6.88593 -2.799457
7.130955 -2.781652
7.393815 -2.690542
7.58499 -2.546122
7.74849 -2.428987
7.89333 -2.383237
8.084355 -2.391157
8.21946 -2.528272
8.319255 -2.636992
8.38395 -2.745142
8.511405 -2.917357
8.592855 -3.044602
8.682795 -3.199372
8.76402 -3.326662
8.87364 -3.535028
8.974035 -3.725407
9.03702 -3.888982
9.10053 -4.079542
9.19935 -4.243432
9.29979 -4.442737
9.36321 -4.642492
9.44505 -4.823857
9.48183 -5.03249
9.43725 -5.350535
9.39099 -5.495435
9.3534 -5.703725
9.27303 -5.92205
9.19059 -6.085085
9.12771 -6.239645
9.01863 -6.384695
8.919045 -6.46667
8.80131 -6.557645
8.6829 -6.675155
8.537595 -6.73853
8.37432 -6.838505
8.12025 -6.965915
7.94781 -6.965975
7.82982 -6.965645
7.81101 -6.7661
7.774995 -6.55742
7.67541 -6.339515
7.575525 -6.149075
7.43961 -6.030815
7.31256 -5.949065
7.103775 -5.8946
6.79509 -5.92169
